"Step","2023-07-27 00:08:18.163117_run0.3_0 - F1-score","2023-07-27 00:08:18.163117_run0.3_0 - F1-score__MIN","2023-07-27 00:08:18.163117_run0.3_0 - F1-score__MAX"
"39","0.5800099700897308","0.5800099700897308","0.5800099700897308"
"40","0.5884102030192607","0.5884102030192607","0.5884102030192607"
"41","0.5599906629318395","0.5599906629318395","0.5599906629318395"
"42","0.5961229946524064","0.5961229946524064","0.5961229946524064"
"43","0.5700954400848356","0.5700954400848356","0.5700954400848356"
"44","0.5677803788040009","0.5677803788040009","0.5677803788040009"
"45","0.6052097865694951","0.6052097865694951","0.6052097865694951"
"46","0.5957835932564094","0.5957835932564094","0.5957835932564094"
"47","0.5442924198541894","0.5442924198541894","0.5442924198541894"
"48","0.6137188321848264","0.6137188321848264","0.6137188321848264"
"49","0.5521624154086414","0.5521624154086414","0.5521624154086414"
"50","0.4982073904876651","0.4982073904876651","0.4982073904876651"
"51","0.5882352941176471","0.5882352941176471","0.5882352941176471"
"52","0.5415775401069519","0.5415775401069519","0.5415775401069519"
"53","0.49613704367385825","0.49613704367385825","0.49613704367385825"
"54","0.6609711622881069","0.6609711622881069","0.6609711622881069"
"55","0.5125660699062233","0.5125660699062233","0.5125660699062233"
"56","0.6302521008403361","0.6302521008403361","0.6302521008403361"
"57","0.5677803788040009","0.5677803788040009","0.5677803788040009"
"58","0.5428347822408359","0.5428347822408359","0.5428347822408359"
"59","0.5869544424344499","0.5869544424344499","0.5869544424344499"
"60","0.5302972441027493","0.5302972441027493","0.5302972441027493"
"61","0.5549053240507181","0.5549053240507181","0.5549053240507181"
"62","0.5877117534871547","0.5877117534871547","0.5877117534871547"
"63","0.5182683865739177","0.5182683865739177","0.5182683865739177"
"64","0.5182683865739177","0.5182683865739177","0.5182683865739177"
"65","0.5755347593582887","0.5755347593582887","0.5755347593582887"
"66","0.539819004524887","0.539819004524887","0.539819004524887"
"67","0.5322272284207048","0.5322272284207048","0.5322272284207048"
"68","0.5227841805219594","0.5227841805219594","0.5227841805219594"
"69","0.5255832645895467","0.5255832645895467","0.5255832645895467"
"70","0.5795945496842806","0.5795945496842806","0.5795945496842806"
"71","0.47265589216776815","0.47265589216776815","0.47265589216776815"
"72","0.5677803788040009","0.5677803788040009","0.5677803788040009"
"73","0.47265589216776815","0.47265589216776815","0.47265589216776815"
"74","0.5492371473872245","0.5492371473872245","0.5492371473872245"
"75","0.4939080907539998","0.4939080907539998","0.4939080907539998"
"76","0.5255832645895467","0.5255832645895467","0.5255832645895467"
"77","0.5084080350716483","0.5084080350716483","0.5084080350716483"
"78","0.49053196361970813","0.49053196361970813","0.49053196361970813"
"79","0.4972497635146972","0.4972497635146972","0.4972497635146972"
"80","0.4939080907539998","0.4939080907539998","0.4939080907539998"
"81","0.5371446158581156","0.5371446158581156","0.5371446158581156"
"82","0.4759358288770053","0.4759358288770053","0.4759358288770053"
"83","0.5568627450980391","0.5568627450980391","0.5568627450980391"
"84","0.620270643468655","0.620270643468655","0.620270643468655"
"85","0.6299369056681677","0.6299369056681677","0.6299369056681677"
"86","0.6179599499374218","0.6179599499374218","0.6179599499374218"
"87","0.6278031565957262","0.6278031565957262","0.6278031565957262"
"88","0.6216341399296472","0.6216341399296472","0.6216341399296472"
"89","0.6050420168067226","0.6050420168067226","0.6050420168067226"
"90","0.5633957370398696","0.5633957370398696","0.5633957370398696"
"91","0.6290933467404055","0.6290933467404055","0.6290933467404055"
"92","0.6179326099371787","0.6179326099371787","0.6179326099371787"
"93","0.6041993498914394","0.6041993498914394","0.6041993498914394"
"94","0.5717312990040263","0.5717312990040263","0.5717312990040263"
"95","0.5801882086921825","0.5801882086921825","0.5801882086921825"
"96","0.6053770819038113","0.6053770819038113","0.6053770819038113"
"97","0.596980680344495","0.596980680344495","0.596980680344495"
"98","0.6048178794820759","0.6048178794820759","0.6048178794820759"
"99","0.5705141881800727","0.5705141881800727","0.5705141881800727"
"100","0.6101168366313231","0.6101168366313231","0.6101168366313231"
"101","0.6257208765859286","0.6257208765859286","0.6257208765859286"
"102","0.6041993498914394","0.6041993498914394","0.6041993498914394"
"103","0.5877117534871547","0.5877117534871547","0.5877117534871547"
"104","0.5585561497326204","0.5585561497326204","0.5585561497326204"
"105","0.5925133689839571","0.5925133689839571","0.5925133689839571"
"106","0.5769140989729225","0.5769140989729225","0.5769140989729225"
"107","0.5859614783966685","0.5859614783966685","0.5859614783966685"
"108","0.5877117534871547","0.5877117534871547","0.5877117534871547"
"109","0.5714285714285714","0.5714285714285714","0.5714285714285714"
"110","0.5716106194690266","0.5716106194690266","0.5716106194690266"
"111","0.5792947860962567","0.5792947860962567","0.5792947860962567"
"112","0.596980680344495","0.596980680344495","0.596980680344495"
"113","0.5839710641538168","0.5839710641538168","0.5839710641538168"
"114","0.5899744245524297","0.5899744245524297","0.5899744245524297"
"115","0.5931801944185845","0.5931801944185845","0.5931801944185845"
"116","0.5758687133300135","0.5758687133300135","0.5758687133300135"
"117","0.5899744245524297","0.5899744245524297","0.5899744245524297"
"118","0.5880016190345047","0.5880016190345047","0.5880016190345047"
"119","0.5847301678705107","0.5847301678705107","0.5847301678705107"
"120","0.5125660699062233","0.5125660699062233","0.5125660699062233"
"121","0.5769140989729225","0.5769140989729225","0.5769140989729225"
"122","0.6112904853193423","0.6112904853193423","0.6112904853193423"
"123","0.5804225204078057","0.5804225204078057","0.5804225204078057"
"124","0.5943900716375745","0.5943900716375745","0.5943900716375745"
"125","0.596980680344495","0.596980680344495","0.596980680344495"
"126","0.5415775401069519","0.5415775401069519","0.5415775401069519"
"127","0.5877117534871547","0.5877117534871547","0.5877117534871547"
"128","0.596923998801558","0.596923998801558","0.596923998801558"
"129","0.5966386554621849","0.5966386554621849","0.5966386554621849"
"130","0.6547270924584897","0.6547270924584897","0.6547270924584897"
"131","0.5780485369020274","0.5780485369020274","0.5780485369020274"
"132","0.6136091724825525","0.6136091724825525","0.6136091724825525"
"133","0.5882352941176471","0.5882352941176471","0.5882352941176471"
"134","0.5800099700897308","0.5800099700897308","0.5800099700897308"
"135","0.6053210010429262","0.6053210010429262","0.6053210010429262"
"136","0.6136091724825525","0.6136091724825525","0.6136091724825525"
"137","0.5800099700897308","0.5800099700897308","0.5800099700897308"
"138","0.5968095712861415","0.5968095712861415","0.5968095712861415"
"139","0.5882352941176471","0.5882352941176471","0.5882352941176471"
"140","0.6052097865694951","0.6052097865694951","0.6052097865694951"
"141","0.6134453781512605","0.6134453781512605","0.6134453781512605"
"142","0.5869544424344499","0.5869544424344499","0.5869544424344499"
"143","0.5869544424344499","0.5869544424344499","0.5869544424344499"
"144","0.5780485369020274","0.5780485369020274","0.5780485369020274"
"145","0.5585561497326204","0.5585561497326204","0.5585561497326204"
"146","0.5869544424344499","0.5869544424344499","0.5869544424344499"
"147","0.5789412429754265","0.5789412429754265","0.5789412429754265"
"148","0.5501730103806228","0.5501730103806228","0.5501730103806228"
"149","0.5644574445316399","0.5644574445316399","0.5644574445316399"
